Customer Name,Review Topic,Review Body,Rating(of 5),Review date
rian,I like it,"It's okay for the price
Sound is okay but can be improved",4,27-06-2022
ajide,Great stuff!,It's really cool,5,27-06-2022
r_krooozy,I like it,product came as expected,5,27-06-2022
yeri,I love it ????,The battery ???? level is strong for days and I will still be using it,5,27-06-2022
ald,I LoVE IT,"I love every bit of it. It's light weight, long lasting and amazing sound! Oraimo Freebuds 3 is my best Oraimo product so far!",5,27-06-2022
iel,I like it but...,"Its great, better bass but it blocks d ear when not hearing or playing anything. 
It painful when worn for long. 
It disconnect nd reconnect itself. 
It will b better if all this are considered in d next product",3,27-06-2022
h,Qualities,"Sound ✅
Battery ✅
But the ENC is missing",4,24-06-2022
banji,excellent product,It's working very well so far,5,24-06-2022
i Michaels,Sound…,"Omooor, Damn!!!",5,24-06-2022
her,wonderful,This hits differently. The battery is surprisingly durable.,4,24-06-2022
wakemi,I like it,Works great!,5,24-06-2022
rachi,Excellent ????,Very powerful,5,24-06-2022
gbulem Theophilus,Quality product,I got what I ordered,5,24-06-2022
k Tega,I like it,Superb!!! Sound like iphone earpod. I'm impress because vision is from Nigerian,5,24-06-2022
u,sleek and portable.,Everything about the pod is good.,5,24-06-2022
yi,Sweet,You are doing well oin,5,24-06-2022
ph,Amazing,Love it!!⭐️⭐️⭐️⭐️,5,24-06-2022
MIDE,Dope,The sound quality is awesome. Highly recommended.,5,23-06-2022
,worth the money,Great battery time and great experience in general totally worth the money,5,23-06-2022
owa,Quality product,It was the original,5,23-06-2022
oyivwi Oghenefejiro,Oraimo freepods,"It was Original, was skeptical at first about its authenticity.",5,23-06-2022
via Alabi,Amazing,"So far so good, it’s been everything I wanted and more",5,23-06-2022
mod,Top up,Make sense for getting sealed from the oraimo ..,4,22-06-2022
eph,Love it,"The Bluetooth airpod is magic 
I am rocking it right now",5,22-06-2022
deji,I like it,"Always loved it, lost it before had to get another one.",4,22-06-2022
mola,really good,"Very good indeed
Still using it till date since last year July",5,22-06-2022
istian,I like it,I love the sound. It connects very fast and it's very efficient when making calls. Both parties hears well.,5,22-06-2022
tain Jack Sparrow,you are doing well.,You are still doing well enough.,4,22-06-2022
IDE,Nice and Affordable,It worth every penny paid on it,5,22-06-2022
ruyi,Very good,The beat is very nice,5,21-06-2022
eb,just wow,The base...loudness????,5,21-06-2022
KWU ONYEKACHI,Good,It’s worth every penny,5,21-06-2022
iri,Works fine,I just got it the products works well,5,21-06-2022
,Really nice,I got the product just in time.. everything is good.. I really like it,5,21-06-2022
u',I like it,Perfect,5,21-06-2022
duabuchi,Wow so lovely,When I said it was very fantastic believe me,5,21-06-2022
eon,I love it,It’s lovely and battery health last long ????????,5,21-06-2022
watimilehin,I love it!,"Punchy bass, long lasting battery life",5,20-06-2022
hman,I love it,"Such a fabulous product, superb",5,20-06-2022
bbie,Awesome,"Perfect bass, but bulky in the ear.",5,20-06-2022
y,In between,"One ear is not working properly don't know why , ????",4,20-06-2022
n,I like it,Just as described. Very nice,5,20-06-2022
el,Oriamo pod 3,Sound is Smooth,5,20-06-2022
 Ahmed Dayo,I love the Freepods-3,I just started using the Freepods-3 and I am already hooked up. Its so comfy and the voice clarity is awesome! I highly recommend.,5,20-06-2022
nusi,beat is superb,I love it...love the fact I didn't regret buying this...good product,5,20-06-2022
iwa,nice,Really nice,4,20-06-2022
kwu,"I love it,",The Bass is top-notch!!,5,20-06-2022
odun oluwapelumi,Nice,I love it,5,20-06-2022
niyan,I like it,Good sound,5,20-06-2022
rauka christian chika,The sound is wonderful,I so much love it. It’s not making noise rather is so calm and cool.,5,17-06-2022
ncis,Oraimo Earbud,It works well and it is much better than what i expected,4,17-06-2022
z Jibril,Amazing product worth the money,"Good music quality, also good for gaming from my experience, perfect battery life ????",5,15-06-2022
ARD,I liked it,It's serving the purpose and was received earlier than promised.,4,14-06-2022
ullah,power,I love how its power is able to last a long time. I go more than a week sometimes without charging its case.,4,13-06-2022
kun,good,Nice One,5,13-06-2022
wafemi Gabriel,FreePods-3 2 Baba Edition,The Pod is exactly what I ordered for,5,13-06-2022
acle,great,Awesome,5,13-06-2022
okan,I Love It.,"It's long lasting,and the sound is perfect.",5,13-06-2022
hie,Very reliable and was delivered in good condition.,I got what I ordered for.,5,13-06-2022
h Deo,I love this product,I got exactly what I wanted. Based like a home Theatre,5,13-06-2022
WASEUN,Love eeeet!,"Wide range, last long without charging and very dope sound",5,13-06-2022
iyi samuel,i like it,"Best brand of all the time...my customer like it, good bass ... everything good as comment by the buyer.",4,12/6/2022
anah,Jumia staff members are so patient,"Good but Jumia is the most unorganised and unprofessional set of humans I've seen
The set of humans handling Ajah axis are so pathetic... Gosh!",4,10/6/2022
de,I like it,Suits my taste ❤️,5,8/6/2022
bakar,Good,it's worth the money. and the battery life span is beyond expectation.,5,8/6/2022
AGIE,Sounds great,Sound quality is very good. Both modes promised were actually delivered. Though can’t still operate it well.,4,8/6/2022
BOYE,I love it!,"The bass sound is fantastic!
The battery life is superb and its lightweight design makes it very portable.The surface is dust resistant and the noise cancellation is great too!
A good value for money.",5,8/6/2022
achy Nwali,2baba Freepod 3,Get a pouch or case for it so it’s easier to carry and the body doesn’t start to scratch easily. Thank you,4,8/6/2022
y,I like it,It is as expected,4,7/6/2022
in,Very good,Sound is quality,5,7/6/2022
e,????????,Great sound and design,5,6/6/2022
arak,I like it,"Very good, quality sound",5,6/6/2022
haniel,I love it,its great,5,6/6/2022
rles,I like it.,Excellent play sound and environmental noise cancellation.,5,6/6/2022
ogun Oluwagbenga,Late delivery,The delivery man took too long to deliver,2,6/6/2022
ry,I like it,The product is amazing and I’m enjoying the sound,5,4/6/2022
AS,U can bye,It is good product,1,4/6/2022
shetu,dont buy,"An ear pod stops
 working after a month",2,3/6/2022
waseun,It's not for gaming,The sound lags while playing mobile game like CODM. You are dead before you know,4,3/6/2022
ka,the inner rubber,It's good but the rubber sometimes get stuck in the ear and you have to remove it separately..,4,3/6/2022
hael,Sound and battery,Perfect,4,3/6/2022
day,Be good,The sound effects and durability.,5,2/6/2022
i martin,Cool,"Really cool, I like it",5,2/6/2022
ia,wowwww,I love it. Working perfectly.  I recommend,5,2/6/2022
wa,Environmental noise cancelation is great ❤️,It has great bass sounds,5,1/6/2022
TOR,Really enjoying it!,"Battery lasts long, hence; there's no need for frequent charging. It's my best so far when compared to about 10 diffrent types I've used in the past. It's really a top premium brand.",5,1/6/2022
ael,Great,A really cool product...Incredible battery life and bass,5,1/6/2022
eb,Nice,Super dope,5,1/6/2022
eb,100%,Perfectly okay,5,1/6/2022
deinde Victor,It’s really good,It fell from a moving car and still works well,4,31-05-2022
id,I like it,Sounds good,5,31-05-2022
mirr,Not Satisfied,"Not worth the price, skips on some occasions (And it's not up to a week old), it's also difficult to operate",3,31-05-2022
mide,Nice,Nice buds,5,31-05-2022
rosakin,Bad Ear clips,Everything's perfect except the ear clips removes at will. A 3 star rating for me.,3,30-05-2022
ez,good product,Only drawback for me is sometimes even connected my audio is still heard from the phones speaker. But clarity and useage is 10/10,5,30-05-2022
az,Power,"Long lasting power
And noise cancellation when needed",5,30-05-2022
una,Superb,It is very good,5,30-05-2022
LEXDNL,Good Stuff????????,Sounds Well. Just that its Operation are quite different frm other devices have used. A single tap should pause or play an existing song not a double tap.,5,26-05-2022
,Thundering bass from the heavens,"It has a nice design,good battery life,comfy and 2baba lol",5,26-05-2022
an Sagay,It’s superb,I love the product,5,26-05-2022
armwen Eli,Good product,"Had to wait patiently for it to be delivered but when i received it, i found the free-pods to be  an outstanding product. Clear sound, good bass, you don’t need to shout to make calls. And, it was an authentic product i authenticated as genuine online by scanning the bar code and entering the code i scratched on the product. I love it and have  ordered another.",5,26-05-2022
ECHI,Wireless freepods,Very good product,5,24-05-2022
wagbemiga,Awesome product,It works well and I really enjoy it,5,23-05-2022
echi,Good to use. Could be better,"Comfortable and good to use. However, I can't use the left ear to receive calls",3,23-05-2022
ed,I like it,It is worth the value,4,23-05-2022
lesome,Amazing,"Very great for the price, actually does have active noise cancellation.",5,23-05-2022
IDE,Tuface,"So far so good, makes brain.",5,23-05-2022
iel ejizu,Nice,It’s cool,5,23-05-2022
ser Afokoghene,Excellent,Veery good,5,23-05-2022
zoma,Need for Improvements,"The product description is different from the product,  the pods are too big, it goes of before the stipulated duration.",3,20-05-2022
NOLA,oraimo frepod3,It came in time and it perfectly cool for me. But am not so comfortable with the rubber bass attached to it.. It hurt my ear ????,5,20-05-2022
es Sarah,Superb,The battery and clear sound,5,19-05-2022
g,fast and reliable,It's very okay,5,19-05-2022
elem Edet,Freepods3,It sounds perfect and the call quality isn’t bad and that was what I was looking out for especially,5,19-05-2022
ammad-irfan Abdus-salam,Nice,Sound nice,5,18-05-2022
RANDUDU,earbuds,One of the earbud isn't working anymore. Like two if them can't work together.. feel bad about this,1,17-05-2022
CAS OLUGBADE,It’s good,I love it .,5,17-05-2022
OPHILUS,I love it,It's really has good sound. I recommend this product.,5,16-05-2022
a Muhammad Arab,Excellent,"The best earbud I bought so far ,the sound is amazing thank you ????????????????????",4,16-05-2022
ce Atagoshi,Perfect,"Nice 
Receive and working perfectly",5,16-05-2022
BUSOLA,Good vibes,I'm feeling this product. Great!,5,16-05-2022
velous,powerful.,I love it. It enhances audio quality.,5,16-05-2022
tus,Sound and Battery,"It's just as I saw the review on YouTube, the battery is strong, keep up the good work????",5,13-05-2022
yemi Gbolahan,Delivery agent,Let the delivery date be fixed,5,13-05-2022
istopher,"nice earbud, I love it",Hhhhhhh ????????????????,4,13-05-2022
h,Great,The sound And the Ballance.. It Fits perfectly,4,12/5/2022
rt,great,Excellent,5,12/5/2022
ka,Review for oraimo Freepods-3 2 baba edition,"It actually sounds like an earpiece..
Just the smooth sound, but the beat isn't there..

The earbuds even sounds better..

Nice packaging by the way",1,11/5/2022
,long lasting battery,Long lasting battery,5,11/5/2022
TOR,I'd definitely recommend,The microphone is more clear. People on the other end can hear you clearly and sound has improved way better. It's a Really amazing upgrade,5,10/5/2022
tiny,I love it,"Everything about it rocks, it's the best oraimo freepods so far",5,9/5/2022
nrewaju,The quality is crazy????????????????????????,It's so nice...... the only thing is I can sleep with it,5,9/5/2022
ABO,Was neat and good,Exactly as advertised,5,9/5/2022
ac,touch control,"It's good recieved as specified, working perfectly",5,6/5/2022
Y,awesome,"This is for you if you're looking for a gadget with Great sound quality, deep bass, fast connection and long lasting battery. Just check this out",5,6/5/2022
#NAME?,It is great,I love the super bass and noise cancellation,5,6/5/2022
NCELY,oraimo freepods 3 2baba,Wonderful for the price why waste money for airpod  iPhone,4,5/5/2022
ad,I like it...tho,It's pretty cool.... I love it.,5,5/5/2022
san Akorede,AirPod,"It’s okay , it could be louder though",4,5/5/2022
eed,its been great so far,The noise cancellation is great and when all I do is listen to music the battery lasts pretty long. If I use it  to receive calls and speak it dies a lot faster  but the charging pack guarantees its worth the price,5,5/5/2022
